x,predicted,std.error,conf.low,conf.high,group,resp,subset,predictor
-0.173925197299174,24.11565869985004,0.9386297021005049,22.231280943576678,26.000036456123404,1,rarefied_richness,all,area
0.346352974450639,23.934457243524072,0.7359358640976876,22.457004346768194,25.41191014027995,1,rarefied_richness,all,area
0.585460729508501,23.85118126581084,0.647209470535714,22.551854036768635,25.150508494853046,1,rarefied_richness,all,area
1.09760432887441,23.672812902323642,0.4759421677797101,22.71731913068016,24.628306673967124,1,rarefied_richness,all,area
1.19838213000829,23.6377142083512,0.44719915644112374,22.739924439781067,24.53550397692133,1,rarefied_richness,all,area
1.27829620809127,23.60988189072603,0.42613642582269967,22.75437731830398,24.46538646314808,1,rarefied_richness,all,area
1.61605519497659,23.49224785640749,0.36013154924867025,22.769253602957164,24.21524210985782,1,rarefied_richness,all,area
1.86522245629018,23.40546837368015,0.34381037791462843,22.71524023891259,24.095696508447713,1,rarefied_richness,all,area
1.96440107116273,23.37092664114723,0.34635636521356183,22.675587223598896,24.06626605869556,1,rarefied_richness,all,area
2.01042717271705,23.354896761203197,0.3492889088352346,22.65367001667425,24.056123505732142,1,rarefied_richness,all,area
2.01410032151962,23.353617484177047,0.34956972910565265,22.651826969430836,24.055407998923258,1,rarefied_richness,all,area
2.0166573448222,23.35272692914044,0.34976925876966,22.650535841879073,24.05491801640181,1,rarefied_richness,all,area
2.05338579981748,23.339935215216784,0.3529974754398825,22.631263212561212,24.048607217872355,1,rarefied_richness,all,area
2.24291394681893,23.27392672568911,0.37969916110966456,22.511648852242807,24.03620459913541,1,rarefied_richness,all,area
2.40224418233262,23.218435505262274,0.4132832675740557,22.388734724737503,24.048136285787045,1,rarefied_richness,all,area
2.51454775266029,23.17932263910927,0.44177346238820375,22.292425405862478,24.06621987235606,1,rarefied_richness,all,area
2.9315951552062,23.034074191641015,0.5710339105973821,21.887675780425727,24.1804726028563,1,rarefied_richness,all,area
3.14955471414901,22.95816366599322,0.6479658743402781,21.657317892949166,24.25900943903727,1,rarefied_richness,all,area
3.63447525486844,22.789276495721946,0.8312373779649168,21.12049782643969,24.458055165004204,1,rarefied_richness,all,area
-0.173925197299174,14.827702828124655,0.5588304200271637,13.70580394651934,15.94960170972997,1,rarefied_richness,rf,area
0.346352974450639,14.792505177882521,0.4381477961913822,13.912886773249053,15.67212358251599,1,rarefied_richness,rf,area
0.585460729508501,14.776329155920264,0.3853193825953038,14.002768217033815,15.549890094806713,1,rarefied_richness,rf,area
1.09760432887441,14.74168182250706,0.2833404949898732,14.172852043292135,15.310511601721984,1,rarefied_richness,rf,area
1.19838213000829,14.734864043116946,0.26622462290910415,14.200395810906176,15.269332275327717,1,rarefied_richness,rf,area
1.27829620809127,14.729457727952258,0.2536817903039133,14.220170282913458,15.23874517299106,1,rarefied_richness,rf,area
1.61605519497659,14.706607792413845,0.21437162798703752,14.276238791250885,15.136976793576805,1,rarefied_richness,rf,area
1.86522245629018,14.689751228768266,0.20464616139654432,14.278906916491128,15.100595541045404,1,rarefied_richness,rf,area
1.96440107116273,14.683041636885827,0.20615969568593095,14.2691587777335,15.096924496038154,1,rarefied_richness,rf,area
2.01042717271705,14.679927897520075,0.20790484474446702,14.26254150544105,15.097314289599101,1,rarefied_richness,rf,area
2.01410032151962,14.679679403130228,0.20807197993588206,14.261957473153469,15.097401333106987,1,rarefied_richness,rf,area
2.0166573448222,14.679506416415135,0.20819073500032792,14.261546075698352,15.097466757131919,1,rarefied_richness,rf,area
2.05338579981748,14.677021677706014,0.21011221427668259,14.255203806379022,15.098839549033006,1,rarefied_richness,rf,area
2.24291394681893,14.66419979550642,0.22600848144240807,14.210468836208914,15.117930754803925,1,rarefied_richness,rf,area
2.40224418233262,14.653420850305343,0.2460039689151219,14.159547274878063,15.147294425732623,1,rarefied_richness,rf,area
2.51454775266029,14.6458233341996,0.26296700624943237,14.117895040324695,15.173751628074504,1,rarefied_richness,rf,area
2.9315951552062,14.617609410559805,0.33992883706020216,13.935173794215407,15.300045026904202,1,rarefied_richness,rf,area
3.14955471414901,14.602864097880634,0.38573377379217383,13.828471233952786,15.377256961808481,1,rarefied_richness,rf,area
