x,predicted,std.error,conf.low,conf.high,group,resp,subset,predictor
-3,23.26978279811076,0.675737957236145,21.9131822421771,24.62638335404442,1,rarefied_richness,all,PC1
-2.5,23.286601860828856,0.5960574251648475,22.089966647891664,24.48323707376605,1,rarefied_richness,all,PC1
-2,23.303420923546952,0.5215683328242497,22.2563288034583,24.350513043635605,1,rarefied_richness,all,PC1
-1.5,23.320239986265047,0.4548285413014854,22.40713358847176,24.233346384058336,1,rarefied_richness,all,PC1
-1,23.337059048983143,0.39973851781665565,22.534550488244317,24.13956760972197,1,rarefied_richness,all,PC1
-0.5,23.35387811170124,0.36166167579179076,22.62781200103641,24.079944222366066,1,rarefied_richness,all,PC1
0,23.37069717441933,0.3462569238488178,22.675557393740956,24.065836955097705,1,rarefied_richness,all,PC1
0.5,23.387516237137426,0.35647573740216276,22.671861332217475,24.103171142057377,1,rarefied_richness,all,PC1
1,23.40433529985552,0.39031070939193485,22.620753854299814,24.18791674541123,1,rarefied_richness,all,PC1
1.5,23.421154362573617,0.44237580499175716,22.53304787609176,24.309260849055473,1,rarefied_richness,all,PC1
2,23.437973425291712,0.5070864426156795,22.419954912949283,24.455991937634142,1,rarefied_richness,all,PC1
2.5,23.454792488009808,0.5802270005727023,22.289938178561012,24.619646797458604,1,rarefied_richness,all,PC1
3,23.471611550727904,0.6589965770540955,22.14862071794041,24.794602383515397,1,rarefied_richness,all,PC1
3.5,23.488430613445995,0.7416036740813008,21.99959911335378,24.97726211353821,1,rarefied_richness,all,PC1
4,23.50524967616409,0.8268989870106287,21.845180690150947,25.165318662177235,1,rarefied_richness,all,PC1
4.5,23.522068738882187,0.9141303323344947,21.686875519734034,25.35726195803034,1,rarefied_richness,all,PC1
-3,15.248575150752055,0.40237496778670845,14.440773695842102,16.05637660566201,1,rarefied_richness,rf,PC1
-2.5,15.156078953935115,0.35491281387288603,14.443561748926784,15.868596158943445,1,rarefied_richness,rf,PC1
-2,15.063582757118173,0.3105410052330824,14.440145674994671,15.687019839241675,1,rarefied_richness,rf,PC1
-1.5,14.97108656030123,0.2707830241011522,14.427466955838716,15.514706164763746,1,rarefied_richness,rf,PC1
-1,14.87859036348429,0.23796280398781922,14.400860100259496,15.356320626709085,1,rarefied_richness,rf,PC1
-0.5,14.786094166667349,0.21527718353860373,14.353907186875944,15.218281146458754,1,rarefied_richness,rf,PC1
0,14.693597969850407,0.20610035214203398,14.27983424783368,15.107361691867133,1,rarefied_richness,rf,PC1
0.5,14.601101773033466,0.2121922813959439,14.17510799271668,15.027095553350254,1,rarefied_richness,rf,PC1
1,14.508605576216524,0.23235510139686794,14.042133245702082,14.975077906730967,1,rarefied_richness,rf,PC1
1.5,14.416109379399584,0.2633768056159662,13.887358378967342,14.944860379831827,1,rarefied_richness,rf,PC1
2,14.323613182582642,0.301928650608021,13.717466123828618,14.929760241336666,1,rarefied_richness,rf,PC1
2.5,14.2311169857657,0.3454990565973787,13.53749868708137,14.92473528445003,1,rarefied_richness,rf,PC1
3,14.13862078894876,0.3924199356449227,13.350804894999628,14.926436682897892,1,rarefied_richness,rf,PC1
3.5,14.046124592131818,0.4416246521692829,13.15952610786539,14.932723076398247,1,rarefied_richness,rf,PC1
4,13.953628395314876,0.4924290615366881,12.965035803341962,14.94222098728779,1,rarefied_richness,rf,PC1
4.5,13.861132198497936,0.544385477045774,12.768232749985195,14.954031647010677,1,rarefied_richness,rf,PC1
-3,1.9955486969303298,0.1293958489414502,1.7357756906492348,2.2553217032114246,1,rarefied_richness,oc,PC1
-2.5,2.0311072795789014,0.11375431705589076,1.8027359588541332,2.2594786003036695,1,rarefied_richness,oc,PC1
-2,2.066665862227473,0.09908213204666096,1.867750182002306,2.26558154245264,1,rarefied_richness,oc,PC1
-1.5,2.1022244448760445,0.08587757826963988,1.9298180125078876,2.2746308772442014,1,rarefied_richness,oc,PC1
-1,2.137783027524616,0.0749207135877029,1.9873734188654626,2.2881926361837697,1,rarefied_richness,oc,PC1
-0.5,2.1733416101731877,0.06731815146013309,2.0381947818541613,2.308488438492214,1,rarefied_richness,oc,PC1
0,2.2089001928217593,0.06427144796886522,2.079869876984767,2.3379305086587516,1,rarefied_richness,oc,PC1
0.5,2.244458775470331,0.06641061548055405,2.111133901654885,2.3777836492857767,1,rarefied_richness,oc,PC1
1,2.2800173581189025,0.07328291744659036,2.1328957624117324,2.4271389538260726,1,rarefied_richness,oc,PC1
1.5,2.315575940767474,0.0837309228836508,2.1474790989126897,2.4836727826222584,1,rarefied_richness,oc,PC1
2,2.3511345234160457,0.09660131583419711,2.1571992895561576,2.5450697572759338,1,rarefied_richness,oc,PC1
2.5,2.3866931060646173,0.11105505981870004,2.163740770361141,2.6096454417680937,1,rarefied_richness,oc,PC1
