"","Season","Fragment","nsp","jack1","jack1.se","rareInd","rareInd.se","specden","specden.se","specden.nrep","mean","sd","nrep","invS","invS.se","expH","expH.se","dat_subset","resp","Area_m2","Perimeter_m","Shape_fractalD","PC1","PC2","PC3","PC4"
"1",2000,"Akkamalai_Iyerpadi",52,62.8533333333333,3.56117333972324,22.8425886971375,2.2305679660299,7.70970970970971,0.475676731111432,999,NA,NA,NA,7.71645300073164,0.335592188774854,7.91825715086726,0.336120336723929,"all","richness",43099800,136575.6259,1.18758999323785,-2.55177881968427,-0.683140050137238,-0.372779200136689,0.90721003638257
"2",2000,"Andiparai",40,49.7619047619048,4.16401276025587,20.1142475454262,2.02023816721809,8.74374374374374,0.625043804796293,999,NA,NA,NA,8.55471285328428,0.471786292699555,8.7366726981352,0.490955951730855,"all","richness",3270000,16621.0744,1.11092872124682,-1.02310872429136,-0.6011840410311,0.130422514975684,-0.471132723988322
"3",2000,"Candura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"4",2000,"Injiparai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"5",2000,"Iyerpadi-Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"6",2000,"Karian-Shola",52,70.525,5.4554445281755,23.7927489703634,2.27070110667382,8.00650650650651,0.265232736510298,999,NA,NA,NA,7.24414613164613,0.500178352425209,7.38439482305753,0.501585136838842,"all","richness",8542700,22397.7708,1.08146673914852,-2.23598099853739,-0.0791471069192924,-0.510510896644943,-0.395327333574923
"7",2000,"Korangamudi",60,74.5,4.66368952654441,25.4961434965786,2.47619909648617,9.9049049049049,0.367745073173868,999,NA,NA,NA,9.17954243612138,0.552861198774121,9.57394432672986,0.520912031403217,"all","richness",733200,4665.1673,1.04575990232253,4.27286390311901,-0.788614935469809,0.4908677508156,1.62674955568422
"8",2000,"Manamboly",51,58.8222222222222,2.76557318864072,25.1519503008832,2.2771622199751,9.21621621621622,0.752615544360148,999,NA,NA,NA,9.17626636310533,0.569824025010962,9.47929190690225,0.59464655165887,"all","richness",1749500,11653.4501,1.1098645789596,-2.55910595749692,-0.840517518659218,1.0402948690943,0.220871355806957
"9",2000,"Murugaali-BlackBridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"10",2000,"Murugaali-Sholayar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"11",2000,"OldValparai",47,52.8,2.7459060435492,24.842440250991,2.27789654263351,9.18118118118118,0.517437619028011,999,NA,NA,NA,8.93405298405298,0.527059097830874,9.15292781305638,0.531642852497929,"all","richness",413100,4504.4459,1.0867348264868,0.39783865761774,-0.657843216711077,0.313279928145499,-0.477833975350568
"12",2000,"Pannimade",48,54.7666666666667,3.51299176075195,23.7714497323425,2.28552311049735,11.0385385385385,0.767100484011977,999,NA,NA,NA,9.9523472413972,0.652806439827657,10.3743759843009,0.644737022135194,"all","richness",921300,7447.913,1.09649722230686,0.409136584550924,0.123109506928644,-0.60878162044899,-0.605710357274338
"13",2000,"Puduthottam",53,65.5666666666667,4.23648176884756,24.6099745116277,2.34547848930121,9.0005005005005,0.842418594242554,999,NA,NA,NA,8.77916564916565,0.597125388911439,9.07327961580172,0.597426653022637,"all","richness",1130800,6052.1937,1.0506030618116,1.40701856939258,-1.3173951929364,0.499946515468623,-0.721498168355601
"14",2000,"Sankarankudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"15",2000,"Selaliparai1",29,40.1428571428571,5.16661180572146,25.0940239320945,1.44441105006741,8.02202202202202,1.04867294491959,999,NA,NA,NA,8.16190476190476,2.09090802407163,8.3085497538601,2.0616247484138,"all","richness",22200,936.4225,1.09029886105024,1.84603103419437,0.00776086488861427,1.66682866414356,1.64179506601672
"16",2000,"Selaliparai2",29,44,9.52627944162882,29,0,10.2402402402402,1.95293888355682,999,NA,NA,NA,9.59973262032086,2.6341782621203,10.1136028936326,2.81728363505881,"all","richness",6700,359.7341,1.02137136200681,-0.867286214741173,-0.7748341793764,1.47861419893078,0.579738897003669
"17",2000,"Varagaliar",50,65.4666666666667,4.5553387482284,24.5087362719135,2.24995139792548,8.86036036036036,1.08356749087671,999,NA,NA,NA,8.93541974128931,0.769626208411745,9.07711564075334,0.792306825116017,"all","richness",14110900,43267.566,1.12849055214815,0.392309701862843,-3.16361994882716,-3.11920444254995,0.561479527715379
"18",2000,"Varatuparai123",49,69.9,6.67495318335642,25.0070753967624,2.36129064280879,7.5,0.975398793115525,999,NA,NA,NA,6.77357734800459,0.803983163905294,7.04684786752702,0.809985028620057,"all","richness",125200,2744.1716,1.11281735148559,0.623463151614687,-1.23086956469807,-0.876820639172198,-0.481197792738581
"19",2000,"Varatuparai4",20,26.6666666666667,3.4960294939005,18.6074315991075,0.993501871680489,7.49299299299299,1.05957366126109,999,NA,NA,NA,6.8312447786132,1.42419705918642,7.26444089991696,1.4561089365728,"all","richness",38500,1676.2152,1.14373230429723,1.8047542400775,-0.807673556498543,-0.0810132215889249,1.00029814970099
"20",2002,"Akkamalai_Iyerpadi",41,53.5666666666667,4.23648176884756,22.0312221301741,2.1044690598283,8.78978978978979,0.851060787949619,999,NA,NA,NA,8.7120202020202,0.650461329218145,8.81583029598582,0.653241497925226,"all","richness",43099800,136575.6259,1.18758999323785,-2.55177881968427,-0.683140050137238,-0.372779200136689,0.90721003638257
"21",2002,"Andiparai",37,44.7333333333333,2.73414622058798,22.149304351954,2.01454079190911,8.04304304304304,0.292951857359892,999,NA,NA,NA,8.03858585858586,0.480028836126849,8.10945900416617,0.477418339296103,"all","richness",3270000,16621.0744,1.11092872124682,-1.02310872429136,-0.6011840410311,0.130422514975684,-0.471132723988322
"22",2002,"Candura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"23",2002,"Injiparai",54,68.5,4.45159147571592,24.4258530133832,2.42187298348141,8.27227227227227,0.547303411271958,999,NA,NA,NA,7.97906543536978,0.495440766320767,8.23615438105174,0.516798331861582,"all","richness",189800,2290.384,1.04497671260108,1.69456066369744,-0.994156883596452,0.156123572224492,-0.955398174307941
"24",2002,"Iyerpadi-Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"25",2002,"Karian-Shola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"26",2002,"Korangamudi",54,66.5666666666667,4.00180514823554,25.6296773896944,2.35577225013975,8.9029029029029,0.554252626090882,999,NA,NA,NA,8.6164155670038,0.606324564130476,8.83871458629915,0.588082312183785,"all","richness",733200,4665.1673,1.04575990232253,4.27286390311901,-0.788614935469809,0.4908677508156,1.62674955568422
"27",2002,"Manamboly",53,68.3846153846154,6.30816133340643,25.4366706176291,2.34080470317343,8.6981981981982,0.826815580868122,999,NA,NA,NA,8.84679024679025,0.902291537640671,9.03402238621064,0.916859070494122,"all","richness",1749500,11653.4501,1.1098645789596,-2.55910595749692,-0.840517518659218,1.0402948690943,0.220871355806957
"28",2002,"Murugaali-BlackBridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"29",2002,"Murugaali-Sholayar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"30",2002,"OldValparai",42,52.6333333333333,3.49459900735724,22.5143428218874,2.15915227840586,8.32982982982983,0.753795387385169,999,NA,NA,NA,7.81215010479716,0.589608148480393,7.96780910176339,0.598052967990543,"all","richness",413100,4504.4459,1.0867348264868,0.39783865761774,-0.657843216711077,0.313279928145499,-0.477833975350568
"31",2002,"Pannimade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"32",2002,"Puduthottam",47,66.3333333333333,5.67646212197547,22.2848057563669,2.25737179897476,7.65215215215215,0.450865203510257,999,NA,NA,NA,7.51556754792049,0.470619602054726,7.71906253817374,0.470777061006963,"all","richness",1130800,6052.1937,1.0506030618116,1.40701856939258,-1.3173951929364,0.499946515468623,-0.721498168355601
"33",2002,"Sankarankudi",45,58.44,4.5367830012025,23.8153161338561,2.17509451952055,9.35235235235235,0.82542997356195,999,NA,NA,NA,8.89219047619048,0.655156706370116,9.08671014524977,0.671653920893232,"all","richness",2524900,11857.56,1.08459947502157,0.786284673774534,-1.80785734329928,0.758155373694823,-1.37815099732593
"34",2002,"Selaliparai1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"35",2002,"Selaliparai2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"36",2002,"Varagaliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"37",2002,"Varatuparai123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"38",2002,"Varatuparai4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"39",2003,"Akkamalai_Iyerpadi",36,42.7666666666667,2.55755960069577,22.0594580076867,1.97260012815133,8.35485485485485,0.817796757775433,999,NA,NA,NA,8.28781536546242,0.579730450552677,8.45589414966993,0.580994723551428,"all","richness",43099800,136575.6259,1.18758999323785,-2.55177881968427,-0.683140050137238,-0.372779200136689,0.90721003638257
"40",2003,"Andiparai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"41",2003,"Candura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"42",2003,"Injiparai",50,65.4666666666667,4.33794626266598,22.9849561668754,2.32715137052841,8.63963963963964,0.494732038430876,999,NA,NA,NA,7.648351439221,0.518613020128839,8.01023433737487,0.514835790459813,"all","richness",189800,2290.384,1.04497671260108,1.69456066369744,-0.994156883596452,0.156123572224492,-0.955398174307941
"43",2003,"Iyerpadi-Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"44",2003,"Karian-Shola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"45",2003,"Korangamudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"46",2003,"Manamboly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"47",2003,"Murugaali-BlackBridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"48",2003,"Murugaali-Sholayar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"49",2003,"OldValparai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"50",2003,"Pannimade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"51",2003,"Puduthottam",49,68.3333333333333,5.67646212197547,23.5487232363629,2.28462608136714,6.62112112112112,0.689779628734263,999,NA,NA,NA,6.87253302253302,0.510101796888391,7.06412862384381,0.507033067882445,"all","richness",1130800,6052.1937,1.0506030618116,1.40701856939258,-1.3173951929364,0.499946515468623,-0.721498168355601
"52",2003,"Sankarankudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"53",2003,"Selaliparai1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"54",2003,"Selaliparai2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"55",2003,"Varagaliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"56",2003,"Varatuparai123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"57",2003,"Varatuparai4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"58",2004,"Akkamalai_Iyerpadi",56,66.8777777777778,3.2797734037959,22.4844628852833,2.23037392940155,8.93993993993994,0.257933044232433,999,NA,NA,NA,8.3493161340055,0.260793496766685,8.66397996404478,0.267127912127547,"all","richness",43099800,136575.6259,1.18758999323785,-2.55177881968427,-0.683140050137238,-0.372779200136689,0.90721003638257
"59",2004,"Andiparai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"60",2004,"Candura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"61",2004,"Injiparai",57,72.4666666666667,4.5553387482284,24.3940504732421,2.43960961263234,8.83333333333333,0.48782778918775,999,NA,NA,NA,8.27391291313892,0.584845269359074,8.64203439681356,0.5824316733411,"all","richness",189800,2290.384,1.04497671260108,1.69456066369744,-0.994156883596452,0.156123572224492,-0.955398174307941
"62",2004,"Iyerpadi-Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"63",2004,"Karian-Shola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"64",2004,"Korangamudi",64,80.6136363636364,4.48833428212507,25.7958872723184,2.47333462778522,7.12362362362362,0.360197121608867,999,NA,NA,NA,7.47259418770114,0.556187535651484,7.77390798351979,0.546781195065549,"all","richness",733200,4665.1673,1.04575990232253,4.27286390311901,-0.788614935469809,0.4908677508156,1.62674955568422
"65",2004,"Manamboly",55,64.7777777777778,3.39353051890152,24.9169214177509,2.35481263730634,7.79379379379379,0.462546668307368,999,NA,NA,NA,7.57412734687244,0.450330883538959,7.80193121109042,0.451052943863738,"all","richness",1749500,11653.4501,1.1098645789596,-2.55910595749692,-0.840517518659218,1.0402948690943,0.220871355806957
"66",2004,"Murugaali-BlackBridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"67",2004,"Murugaali-Sholayar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"68",2004,"OldValparai",60,79.3333333333333,6.00740284057003,25.5718325542609,2.42662372491189,9.26976976976977,0.571577158346039,999,NA,NA,NA,9.20482258482259,0.646611031040113,9.41597308825909,0.634017021749847,"all","richness",413100,4504.4459,1.0867348264868,0.39783865761774,-0.657843216711077,0.313279928145499,-0.477833975350568
"69",2004,"Pannimade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"70",2004,"Puduthottam",54,64.7555555555556,3.53158587116781,23.7815358763444,2.37026646118266,7.68568568568569,0.477242943330987,999,NA,NA,NA,7.32210310386781,0.494190498114303,7.56498337787321,0.494593057890511,"all","richness",1130800,6052.1937,1.0506030618116,1.40701856939258,-1.3173951929364,0.499946515468623,-0.721498168355601
"71",2004,"Sankarankudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"72",2004,"Selaliparai1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"73",2004,"Selaliparai2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"74",2004,"Varagaliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"75",2004,"Varatuparai123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"76",2004,"Varatuparai4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"77",2005,"Akkamalai_Iyerpadi",54,61.9252336448598,2.80199322638408,20.6202468576835,2.2214637239682,9.57757757757758,0.60536821777818,999,NA,NA,NA,8.53334403136452,0.351401096377345,9.20510400871368,0.378334750470946,"all","richness",43099800,136575.6259,1.18758999323785,-2.68257402057486,-0.853469374396202,0.283211893302651,0.218556279826341
"78",2005,"Andiparai",49,60.7857142857143,3.40224265772458,20.8398202260668,2.20876956894769,8.56706706706707,0.712053753309194,999,NA,NA,NA,8.21481586599586,0.597522965150914,8.77001511650436,0.641397208595828,"all","richness",3270000,16621.0744,1.11092872124682,-1.03360959086072,-0.619109160665784,0.116112499392861,-0.395812345768714
"79",2005,"Candura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"80",2005,"Injiparai",51,61.6333333333333,3.76105777083463,21.5315333897116,2.39682214884717,9.48248248248248,0.760987284214998,999,NA,NA,NA,8.13975206080621,0.699255049447427,8.96165535405327,0.780499464483471,"all","richness",189800,2290.384,1.04497671260108,1.60152574811717,0.121847005706139,1.14297758019706,-0.906657351104359
"81",2005,"Iyerpadi-Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"82",2005,"Karian-Shola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"83",2005,"Korangamudi",73,85.7291666666667,4.04730062648071,25.2849292926887,2.5472922743644,10.1166166166166,0.712164672815619,999,NA,NA,NA,9.16256508621654,0.734508679578156,9.95316563417454,0.756287253339823,"all","richness",733200,4665.1673,1.04575990232253,1.75454072876755,-0.0637009523024074,1.1887820010461,-0.877974429890985
"84",2005,"Manamboly",64,72.804347826087,3.25107223842118,25.4672736014668,2.38004685392105,10.2817817817818,1.03274466908888,999,NA,NA,NA,9.81844381354455,0.800039153242485,10.4856898306192,0.86617157080638,"all","richness",1749500,11653.4501,1.1098645789596,-1.45808223945221,-0.966243943931065,0.641569466530744,0.107665916247909
"85",2005,"Murugaali-BlackBridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"86",2005,"Murugaali-Sholayar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"87",2005,"OldValparai",58,73.5675675675676,4.13434014615631,23.1581977825758,2.41240933760813,8.97197197197197,0.78130409405685,999,NA,NA,NA,9.00247412357749,0.771437881164,9.62232849902091,0.823326908735859,"all","richness",413100,4504.4459,1.0867348264868,-0.548614341383759,-0.519067850127907,0.807812127640379,-0.627964075276018
"88",2005,"Pannimade",55,68.7083333333333,4.16406168568889,22.9844760922651,2.29481607434597,9.94394394394394,0.896922404927976,999,NA,NA,NA,9.14163971101984,0.634685153960904,9.75369400984151,0.687023607705129,"all","richness",921300,7447.913,1.09649722230686,-1.51618975498794,-0.891042545304972,0.485483813862815,-2.20406500675876
"89",2005,"Puduthottam",62,75.7407407407407,4.40172369280082,22.6435389355831,2.37985300203075,10.2262262262262,0.464008060094367,999,NA,NA,NA,9.30986764501163,0.47463803654601,10.1108459614982,0.507281571580291,"all","richness",1130800,6052.1937,1.0506030618116,0.478094759693174,0.470608236744491,1.25577371742388,-0.47056404301112
"90",2005,"Sankarankudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"91",2005,"Selaliparai1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"92",2005,"Selaliparai2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"93",2005,"Varagaliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"94",2005,"Varatuparai123",59,77.3666666666667,8.1294389583647,23.5206702477919,2.38546167167296,10.2462462462462,1.14216132328153,999,NA,NA,NA,8.61753018833039,0.851369341241342,9.55413025892982,0.940171735329054,"all","richness",125200,2744.1716,1.11281735148559,0.476593003687,-0.424958763835936,-0.0344848505067977,0.15467459483705
"95",2005,"Varatuparai4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all","richness",NA,NA,NA,NA,NA,NA,NA
"96",2019,"Akkamalai_Iyerpadi",57,67.8910891089109,3.57259773320173,20.8280802122861,2.3066718554283,8.002002002002,0.431704451520855,999,NA,NA,NA,7.29626345940594,0.28863547747625,7.79993674443116,0.303534408342495,"all","richness",43099800,136575.6259,1.18758999323785,-1.7487398450724,0.375272024176195,-0.818357125718273,0.0818770370734566
"97",2019,"Andiparai",48,59.7735849056604,3.39874120730497,19.6036830579334,2.18463054082791,8.88088088088088,0.478835453583004,999,NA,NA,NA,7.69294128098522,0.369771273105468,8.21705494936511,0.391803333585875,"all","richness",3270000,16621.0744,1.11092872124682,-1.66184434652997,1.00312155178973,-0.190226727231058,1.07922163797179
